movie_id,person_id,role
0099348,1168510,WritersH
0099348,0002728,Director
0099348,3160078,WritersE
0099348,0002728,WritersE
0099348,1732981,Director
0099348,1732981,WriterMa
0099348,0000965,Director
0099348,0920543,WritersI
0099348,0388076,WritersI
0099348,0000180,Director
0099348,0099541,WritersP
0099348,0286025,WritersP
0099348,0933858,WritersP
0099348,0898288,Director
0099348,3360706,WriterAa
0099348,0640334,Director
0099348,0640334,WritersG
0099348,3294574,WritersG
0099348,0233561,WritersG
0099348,0001054,Director
0099348,0001053,Director
0099348,0001053,WritersE
0099348,0001054,WritersE
0099348,0000142,Director
0099348,1010405,WritersN
0099348,3164738,WritersN
0099348,0000229,Director
0099348,0622288,WritersJ
0099348,0007646,WritersJ
0099348,1127221,WritersJ
0099348,0594503,Director
0099348,0594503,WriterHa
0099348,0000142,Director
0099348,0353673,WritersP
0099348,0101801,WritersP
0099348,0006498,Director
0099348,0006498,WriterMa
0099348,0000631,Director
0099348,0266684,WritersH
0099348,0672459,WritersH
0099348,0001140,WritersH
0099348,0821432,Director
0099348,8748334,WritersS
0099348,3360218,WritersS
0099348,4401003,WritersS
0099348,0000122,Director
0099348,0000122,WriterCh
0099348,0655053,Director
0099348,3582089,Director
0099348,0655053,WritersS
0099348,2700235,WritersS
0099348,2082813,WritersS
0099348,0946734,Director
0099348,0460141,WritersS
0099348,0746830,WritersS
0099348,0000500,Director
0099348,0000500,WritersR
0099348,0471811,WritersR
0099348,2588606,Director
0099348,0725983,WritersJ
0099348,1185849,WritersJ
0099348,0943758,Director
0099348,0908753,WritersL
0099348,0876562,WritersL
0099348,0000683,WritersL
0099348,0027572,Director
0099348,0959003,WritersS
0099348,0027572,WritersS
0099348,2450453,WritersS
0099348,0001415,Director
0099348,0775977,WritersB
0099348,0425711,WritersB
0099348,0802563,WritersB
0099348,0000399,Director
0099348,5058839,WriterGi
0099348,0000005,Director
0099348,0000005,WriterIn
0099348,0115669,Director
0099348,0000036,Director
0099348,0000036,WritersB
0099348,0115669,WritersB
0099348,0090213,WritersB
0099348,0000040,Director
0099348,0000040,WritersS
0099348,0856842,WritersS
0099348,0006487,Director
0099348,0174840,WritersG
0099348,0313623,WritersG
0099348,0006487,WritersG
0099348,0001047,Director
0099348,0001047,WritersM
0099348,0913346,WritersM
0099348,0307311,WritersM
0099348,0715346,Director
0099348,0001294,WritersG
0099348,0000080,WritersG
0099348,0466099,WritersG
0099348,0000154,Director
0099348,0770938,WritersR
0099348,0460795,WritersR
0099348,0167241,Director
0099348,1064118,WritersG
0099348,0167241,WritersG
0099348,0350823,WritersG
0099348,0094435,Director
0099348,0094435,WritersB
0099348,1323286,WritersB
0099348,1646563,WritersB
0099348,1167933,Director
0099348,1238855,WritersG
0099348,1167933,WritersG
0099348,0000036,Director
0099348,0369841,WritersJ
0099348,0593477,WritersJ
0099348,0115669,WritersJ
0099348,0001008,Director
0099348,0118227,WritersS
0099348,0287931,WritersS
0099348,0175333,WritersS
0099348,0004306,Director
0099348,0004306,WritersG
0099348,0565068,WritersG
0099348,0490147,WritersG
0099348,0254178,Director
0099348,0254178,WriterAd
0099348,0000005,Director
0099348,0000005,WriterIn
0099348,0213450,Director
0099348,0761498,Director
0099348,0204030,WritersW
0099348,0213450,WritersW
0099348,0761498,WritersW
0099348,0230032,Director
0099348,0798899,Director
0099348,0881279,Director
0099348,0230032,WritersP
0099348,0191717,WritersP
0099348,0682066,WritersP
0099348,0001837,Director
0099348,0776114,WriterTo
0099348,0000229,Director
0099348,0001940,WritersP
0099348,0331956,WritersP
0099348,1049433,Director
0099348,1480980,WriterEm
0099348,0001054,Director
0099348,0001053,Director
0099348,0001053,WritersE
0099348,0001054,WritersE
0099348,0654868,Director
0099348,0633792,WritersK
0099348,0654868,WritersK
0099348,0003433,Director
0099348,0217865,WritersJ
0099348,0003433,WritersJ
0099348,0003506,Director
0099348,0125336,WritersJ
0099348,3890871,WritersJ
0099348,0445669,WritersJ
0099348,0313623,Director
0099348,0669311,WritersK
0099348,0313623,WritersK
0099348,0000814,Director
0099348,0000230,WriterSy
0099348,0083348,Director
0099348,0684342,Director
0099348,0083348,WritersB
0099348,0684342,WritersB
0099348,0135296,WritersB
0099348,0000231,Director
0099348,0000231,WriterOl
0099348,0565336,Director
0099348,1802857,WritersJ
0099348,0565336,WritersJ
0099348,0003506,Director
0099348,0003506,WritersJ
0099348,0291082,WritersJ
0099348,0338169,WritersJ
0099348,0000116,Director
0099348,0000116,WritersJ
0099348,0005036,WritersJ
0099348,0936537,WritersJ
0099348,0001661,Director
0099348,0000175,WritersS
0099348,0317279,WritersS
0099348,0262595,WritersS
0099348,0000165,Director
0099348,0604948,WriterPe
0099348,0001486,Director
0099348,0154665,WriterPa
0099348,0000500,Director
0099348,0000500,WritersR
0099348,0000365,WritersR
0099348,0000160,WritersR
0099348,0000576,Director
0099348,0000576,WritersS
0099348,1040556,WritersS
0099348,0281808,Director
0099348,0002030,Director
0099348,0503777,Director
0099348,0486538,WritersN
0099348,0753249,WritersN
0099348,0941138,WritersN
0099348,0943758,Director
0099348,0792845,WritersR
0099348,0437969,WritersR
0099348,0001243,Director
0099348,0087861,WriterWi
0099348,0000601,Director
0099348,0748035,WritersD
0099348,0000601,WritersD
0099348,0083348,Director
0099348,0083348,WriterBr
0099348,0523932,Director
0099348,0501872,WritersM
0099348,0562372,WritersM
0099348,0523932,WritersM
0099348,0440913,Director
0099348,0440913,WriterMa
0099348,0893659,Director
0099348,0254645,WritersT
0099348,0744429,WritersT
0099348,0064181,WritersT
0099348,0006249,Director
0099348,0051808,WritersB
0099348,0006249,WritersB
0099348,0690597,Director
0099348,0758357,WritersF
0099348,0690597,WritersF
0099348,0002120,Director
0099348,2124742,WritersS
0099348,0793881,WritersS
0099348,0000406,Director
0099348,0425913,WritersN
0099348,0825705,WritersN
0099348,4377096,Director
0099348,4377096,WritersT
0099348,13222819,WritersT
0099348,1463981,Director
0099348,1463981,WriterÇa
0099348,0327944,Director
0099348,0037247,WriterGu
0099348,0000033,Director
0099348,0238898,WritersD
0099348,0792845,WritersD
0099348,0365661,WritersD
0099348,0661791,Director
0099348,1258797,WritersS
0099348,1941029,WritersS
0099348,0661791,WritersS
0099348,0742341,Director
0099348,0668914,WritersD
0099348,0682757,WritersD
0099348,0237543,WritersD
0099348,0936404,Director
0099348,0403346,WritersG
0099348,0512231,WritersG
0099348,0189496,WritersG
0099348,0001008,Director
0099348,0728307,WritersR
0099348,0011343,WritersR
0099348,0000076,Director
0099348,0000076,WritersF
0099348,0610115,WritersF
0099348,0000005,Director
0099348,0000005,WriterIn
0099348,0001402,Director
0099348,0001037,WritersG
0099348,0000092,WritersG
0099348,0000416,WritersG
0099348,0083348,Director
0099348,0564827,WritersT
0099348,0083348,WritersT
0099348,0400954,WritersT
0099348,0853238,Director
0099348,0853238,WritersT
0099348,3543826,WritersT
0099348,0166256,Director
0099348,0615780,Director
0099348,0166256,WritersR
0099348,0615780,WritersR
0099348,0254645,WritersR
0099348,0000041,Director
0099348,0000041,WritersA
0099348,0619330,WritersA
0099348,0037539,WritersA
0099348,0000126,Director
0099348,0086658,WriterMi
